row_number,brand_name,normalized_brand_name,source_file,chunk_id,chunk_index,start_line,end_line,heading,match_type,chunk_text
3,Abraxane,Abraxane,Copy of 283789-5060638.md,Copy of 283789-5060638::chunk_0002,2,297,641,,nearby_context,"• PROLASTIN-C INTRAVENOUS
SOLUTION
PA Criteria Criteria Details
Exclusion
Criteria
Required For Initial use, verified alpha-1 antitrypsin level is less than or equal
Medical to 11micro-mol/L (approximately equivalent to 80mg/dL measured
Information by radial immunodiffusion or 57 mg/dL measured by nephelometry)
(ATS/ERS 2003, Stoller 2017). Individual has clinically evident
emphysema (or chronic obstructive pulmonary disease [COPD]).
Age
Restrictions
Prescriber
Restrictions
Coverage 1 Year.
Duration
Other Criteria For Continued use, there is clinically significant improvement or
stabilization in clinical signs and symptoms of disease (including
but not limited to decreased frequency of exacerbations, slowed
rate of FEV1 decline, preservation of CT scan lung density or
improvement in symptom burden).
Indications All Medically-accepted Indications.
Off Label Uses
Part B No
Prerequisite
Y0114_25_3012943_0000_I_C EFFECTIVE DATE 09/01/2025
1074448MUMENMUB
13
Alunbrig
Products Affected
• ALUNBRIG ORAL TABLET 180 MG, 30
MG, 90 MG
• ALUNBRIG ORAL TABLET THERAPY
PACK
PA Criteria Criteria Details
Exclusion
Criteria
Required For NSCLC, ALK mutation status.
Medical
Information
Age
Restrictions
Prescriber
Restrictions
Coverage 1 Year.
Duration
Other Criteria
Indications All Medically-accepted Indications.
Off Label Uses
Part B No
Prerequisite
Y0114_25_3012943_0000_I_C EFFECTIVE DATE 09/01/2025
1074448MUMENMUB
14
Amphetamine Salts
Products Affected
• amphetamine-dextroamphetamine oral
tablet 10 mg, 12.5 mg, 15 mg, 20 mg, 30
mg, 5 mg, 7.5 mg
PA Criteria Criteria Details
Exclusion
Criteria
Required
Medical
Information
Age For dx ADHD, 3 years of age or older for immediate release. For
Restrictions Narcolepsy, 6 years of age or older for immediate release
Prescriber
Restrictions
Coverage 1 Year.
Duration
Other Criteria
Indications All Medically-accepted Indications.
Off Label Uses
Part B No
Prerequisite
Y0114_25_3012943_0000_I_C EFFECTIVE DATE 09/01/2025
1074448MUMENMUB
15
Ampyra
Products Affected
• dalfampridine er
PA Criteria Criteria Details
Exclusion
Criteria
Required For renewal, individual achieved and sustained clinically significant
Medical improvement in ambulation related functional status.
Information
Age
Restrictions
Prescriber
Restrictions
Coverage Initial approval 12 weeks, renewal 1 year
Duration
Other Criteria
Indications All Medically-accepted Indications.
Off Label Uses
Part B No
Prerequisite
Y0114_25_3012943_0000_I_C EFFECTIVE DATE 09/01/2025
1074448MUMENMUB
16
Apokyn
Products Affected
• apomorphine hcl subcutaneous
PA Criteria Criteria Details
Exclusion Erectile Dysfunction (ED) use
Criteria
Required
Medical
Information
Age
Restrictions
Prescriber
Restrictions
Coverage 1 Year.
Duration
Other Criteria For initial use in PD, individual is using in conjunction with an
antiemetic (excluding 5HT3 antagonist agents) during initiation
period. For continuation, there is clinically significant improvement
or stabilization in clinical signs and symptoms of disease.
Indications All Medically-accepted Indications.
Off Label Uses
Part B No
Prerequisite
Y0114_25_3012943_0000_I_C EFFECTIVE DATE 09/01/2025
1074448MUMENMUB
17
Arcalyst
Products Affected
• ARCALYST
PA Criteria Criteria Details
Exclusion
Criteria
Required Written or verbal attestation is provided for confirmation of
Medical mutations where applicable based on use/diagnosis. For initial use,
Information for DIRA, disease is in remission from previous anakinra treatment.
For Recurrent Pericarditis (RP), individual is using for treatment of
RP or reduction in risk of recurrence AND has a history of at least
two pericarditis episodes (i.e. presents with at least the third
episode) (Klein 2021).
Age
Restrictions
Prescriber
Restrictions
Coverage 1 Year.
Duration
Other Criteria For continued use, individual has been receiving and is maintained
on a stable dose of Arcalyst AND mbr has clinically significant
improvement or stabilization in clinical signs and symptoms of
disease.
Indications All Medically-accepted Indications.
Off Label Uses
Part B No
Prerequisite
Y0114_25_3012943_0000_I_C EFFECTIVE DATE 09/01/2025
1074448MUMENMUB
18
Augtyro
Products Affected
• AUGTYRO ORAL CAPSULE 160 MG,
40 MG
PA Criteria Criteria Details
Exclusion
Criteria
Required For NSCLC, ROS1 mutation status. For solid tumor, NTRK gene
Medical fusion status.
Information
Age
Restrictions
Prescriber
Restrictions
Coverage 1 year
Duration
Other Criteria
Indications All Medically-accepted Indications.
Off Label Uses
Part B No
Prerequisite
Y0114_25_3012943_0000_I_C EFFECTIVE DATE 09/01/2025
1074448MUMENMUB
19
Austedo
Products Affected
• AUSTEDO MG, 48 MG, 6 MG
• AUSTEDO XR ORAL TABLET • AUSTEDO XR PATIENT TITRATION
EXTENDED RELEASE 24 HOUR 12
MG, 18 MG, 24 MG, 30 MG, 36 MG, 42
PA Criteria Criteria Details
Exclusion
Criteria
Required
Medical
Information
Age Individual is 18 years of age or older.
Restrictions
Prescriber
Restrictions
Coverage 1 Year.
Duration
Other Criteria For initial requests, Individual has a diagnosis of chorea associated
with Huntington?s disease. Has a diagnosis of Tardive dyskinesia
confirmed (written or verbal attestation) by the following DSM-5
AND (a.) At least 30 days of stable (drug, dose) medication
exposure (either typical or first generation antipsychotic agents
[such as, chlorpromazine, haloperidol, fluphenazine], atypical or
second-generation antipsychotic agents [such as, clozapine,
risperidone, olanzapine, quetiapine, aripiprazole], or certain
dopamine receptor-blocking drugs used in treatment of nausea and
gastroparesis [such as, prochlorperazine, promethazine,
metoclopramide]) and (b.) Presence of involuntary athetoid or
choreiform movements. For continuation requests, Individual has
experienced an improvement in symptoms deemed to be clinically
significant by the provider (written or verbal attestation) based on
stabilization or improvement in Abnormal Involuntary Movement
Scale (AIMS) score (for TD) or total maximal chorea score (for
Huntington?s disease).
Y0114_25_3012943_0000_I_C EFFECTIVE DATE 09/01/2025
1074448MUMENMUB
20
PA Criteria Criteria Details
Indications All Medically-accepted Indications.
Off Label Uses
Part B No
Prerequisite
Y0114_25_3012943_0000_I_C EFFECTIVE DATE 09/01/2025
1074448MUMENMUB
21
Auvelity
Products Affected
• AUVELITY
PA Criteria Criteria Details
Exclusion
Criteria
Required For MDD.
Medical
Information
Age Individual is 18 years of age or older
Restrictions
Prescriber
Restrictions
Coverage 1 Year.
Duration
Other Criteria
Indications All Medically-accepted Indications.
Off Label Uses
Part B No
Prerequisite
Y0114_25_3012943_0000_I_C EFFECTIVE DATE 09/01/2025
1074448MUMENMUB
22
Avmapki Fakzynja
Products Affected
• AVMAPKI FAKZYNJA CO-PACK
PA Criteria Criteria Details
Exclusion
Criteria
Required For Ovarian Cancer, KRAS mutation status. Individual has an
Medical Eastern Cooperative Group (ECOG) performance status of 0-1.
Information
Age
Restrictions
Prescriber
Restrictions
Coverage 1 year.
Duration
Other Criteria
Indications All Medically-accepted Indications.
Off Label Uses
Part B No
Prerequisite
Y0114_25_3012943_0000_I_C EFFECTIVE DATE 09/01/2025
1074448MUMENMUB
23
Ayvakit
Products Affected
• AYVAKIT
PA Criteria Criteria Details
Exclusion
Criteria
Required For Advanced Systemic Mastocytosis (AdvSM) and Indolent
Medical Systemic Mastocytosis (ISM), individual has a platelet count of
Information greater than or equal to 50 x 109/L. For GIST, PDGFRA exon 18
mutation status, including PDGFRA D842V mutation.
Age
Restrictions
Prescriber
Restrictions
Coverage 1 Year.
Duration
Other Criteria
Indications All Medically-accepted Indications.
Off Label Uses
Part B No
Prerequisite
Y0114_25_3012943_0000_I_C EFFECTIVE DATE 09/01/2025
1074448MUMENMUB
24
Balversa
Products Affected
• BALVERSA ORAL TABLET 3 MG, 4
MG, 5 MG
PA Criteria Criteria Details
Exclusion
Criteria
Required For mUC, written or verbal attestation is provided to confirm
Medical FGFR3 mutation.
Information
Age
Restrictions
Prescriber
Restrictions
Coverage 1 Year.
Duration
Other Criteria Individual is using as a single agent.
Indications All Medically-accepted Indications.
Off Label Uses
Part B No
Prerequisite
Y0114_25_3012943_0000_I_C EFFECTIVE DATE 09/01/2025
1074448MUMENMUB
25
Banzel
Products Affected
• rufinamide oral suspension
• rufinamide oral tablet 200 mg, 400 mg
PA Criteria Criteria Details
Exclusion
Criteria
Required Diagnosis.
Medical
Information
Age Individual is 1 years of age or older.
Restrictions
Prescriber
Restrictions
Coverage 1 Year.
Duration
Other Criteria Individual has had a trial of and inadequate response or intolerance
to ONE of the following preferred agents: Carbamazepine,
Clonazepam/ODT, Clorazepate, Diazepam, Divalproex,
Ethosuximide, Felbamate, Gabapentin, Lacosamide, Lamotrigine
IR, Levetiracetam IR, Oxcarbazepine, Phenytoin, Primidone,
Tiagabine, Topiramate IR, Valproate sodium, Valproic acid,
Zonisamide OR the preferred agent is not FDA-approved for the"
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0001,1,1,16,## Clinical Policy: Biologic and Non-biologic DMARDs,nearby_context,"## Clinical Policy: Biologic and Non-biologic DMARDs

Reference Number: HIM.PA.SP60

Effective Date: 01.01.20

Last Review Date: 02.25

Line of Business: HIM

<!-- image -->

Coding Implications Revision Log

See Important Reminder at the end of this policy for important regulatory and legal information."
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0002,2,17,20,## Description,matched:Abrilada,"## Description

The following are biologic and non-biologic disease-modifying anti-rheumatic drugs (DMARDs) requiring prior authorization: tocilizumab (Actemra ® ), adalimumab (Humira ® ), adalimumab-afzb (Abrilada ™ ), adalimumab-atto (Amjevita ™ ), adalimumab-adbm (Cyltezo ® ), adalimumab-bwwd (Hadlima ™ ), adalimumab-fkjp (Hulio ® ), adalimumab-adaz (Hyrimoz ® ), adalimumab-aacf (Idacio ® ), adalimumab-ryvk (Simlandi ® ), adalimumab-aaty (Yuflyma ® ), adalimumab-aqvh (Yusimry ™ ), infliximab-axxq (Avsola ™ ), bimekizumab-bkzx (Bimzelx ® ), certolizumab pegol (Cimzia ® ), secukinumab (Cosentyx ® ), etanercept (Enbrel ® ), vedolizumab (Entyvio ® ), tildrakizumab -asmn (Ilumya ™ ), ustekinumab-srlf (Imuldosa ™ ), infliximab-dyyb (Inflectra ® , Zymfentra ® ), sarilumab (Kevzara ® ), anakinra (Kineret ® ), baricitinib (Olumiant ® ), mirikizumabmrkz (Omvoh ™ ), abatacept (Orencia ® ), apremilast (Otezla ® ), ustekinumab-aauz (Otulfi ® ), ustekinumab-ttwe (Pyzchiva ® ), infliximab (Remicade ® ), infliximab-abda (Renflexis ™ ), upadacitinib (Rinvoq ® , Rinvoq LQ ® ), ustekinumab-aekn (Selarsdi ™ ), brodalumab (Siliq ™ ), golimumab (Simponi ® , Simponi Aria ® ), risankizumab-rzaa (Skyrizi ® ), deucravacitinib (Sotyktu ™ ), ustekinumab (Stelara ® ), ustekinumab-stba (Steqeyma ® ), ixekizumab (Taltz ® ), tocilizumab-bavi (Tofidence ™ ), guselkumab (Tremfya ® ), tocilizumab-aazg (Tyenne ® ), natalizumab-sztn (Tyruko ® ), natalizumab (Tysabri ® ), etrasimod (Velsipity ™ ), ustekinumab-auub (Wezlana ™ ), tofacitinib (Xeljanz ® , Xeljanz ® XR), ustekinumab-kfce (Yesintek ™ ), ozanimod (Zeposia ® )."
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0003,3,21,22,## FDA Approved Indication(s),nearby_context,## FDA Approved Indication(s)
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0004,4,23,36,## FDA Approved Indication(s),matched:Abrilada,"|          | AS   | nr - axSpA   | CD   | UC   | P JIA   | S SJIA   |    |    | RA    | Others                                                              |
|          |      |              |      |      |         |  PsO     |    |    |       |                                                                     |
|          |      |              |      |      |         |  PsA     |    |    |       |                                                                     |
|----------|------|--------------|------|------|---------|----------|----|----|-------|---------------------------------------------------------------------|
| Abrilada | x    |              | x    | x    | x       |          | x  | x  | x     | HS, UV                                                              |
| Actemra  |      |              |      | x #  | x #     |          |    |    | CRS * | x #  , GCA # , SSc-ILD ^ ,  COVID - 19 in the hospitalized  setting |
| Amjevita | x    |              | x    | x    | x       |          | x  | x  | x     | HS, UV                                                              |
| Avsola   | x    |              | x    | x    |         |          | x  | x  | x     |                                                                     |
| Bimzelx  | x    | x            |      |      |         |          | x  | x  |       | HS                                                                  |
| Cimzia   | x    | x            | x    |      | x       |          | x  | x  | x     |                                                                     |
| Cyltezo/adalimumab adbm          | x    |              | x    | x    | x       |          | x  | x  | x     | HS, UV                                                              |
| Cosentyx | x    | x            |      |      |         |          | x  | x  |       | ERA, HS                                                             |
| Enbrel   | x    |              |      |      | x       |          | x  | x  | x     |                                                                     |
| Entyvio  |      |              | x #  | x #  |         |          |    |    |       |                                                                     |"
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0005,5,37,37,## FDA Approved Indication(s),nearby_context,
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0012,12,143,144,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,## CLINICAL POLICY Y Biologic DMARDs
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0013,13,145,150,## Policy/Criteria,matched:Abrilada,"## Policy/Criteria

Provider must submit documentation (such as office chart notes, lab results or other clinical information) supporting that member has met all approval criteria.

It is the policy of health plans affiliated with Centene Corporation ® that Abrilada, Actemra, adalimumab -aacf, adalimumab -aaty, adalimumab-adaz, adalimumab-adbm, adalimumab-bwwd, adalimumab-fkjp, adalimumab-ryvk, Amjevita, Avsola, Bimzelx, Cimzia, Cosentyx, Cyltezo, Enbrel, Entyvio, Hadlima, Hulio, Humira, Hyrimoz, Idacio, Ilumya, Imuldosa, Inflectra, Kevzara, Kineret, Olumiant, Omvoh, Orencia, Otezla, Otulfi, Pyzchiva, Remicade/unbranded Remicade, Renflexis, Rinvoq, Rinvoq LQ, Selarsdi, Siliq, Simlandi, Simponi, Simponi Aria, Skyrizi, Sotyktu, Stelara, Steqeyma, Taltz, Tofidence, Tremfya, Tyenne, Tyruko, Tysabri, Velsipity, Wezlana, Xeljanz, Xeljanz XR, Yesintek, Yuflyma, Yusimry, Zeposia, and Zymfentra are medically necessary when the following criteria are met:"
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0014,14,151,165,## I. Initial Approval Criteria,nearby_context,"## I. Initial Approval Criteria

- A. Atopic Dermatitis (must meet all):
1. Diagnosis of atopic dermatitis affecting one of the following (a or b):
- a. At least 10% of the member's body surface area (BSA);
- b. Hands, feet, face, neck, scalp, genitals/groin, and/or intertriginous areas;
2. Request is for Rinvoq;
3. Prescribed by or in consultation with a dermatologist or allergist;
4. Age ≥ 12 years;
5. Failure of both of the following (a and b), unless contraindicated or clinically significant adverse effects are experienced:
- a. One formulary medium to very high potency topical corticosteroid used for ≥ 2 weeks;
- b. One non-steroidal topical therapy* used for ≥ 4 weeks: topical calcineurin inhibitor (e.g., tacrolimus 0.03% ointment, pimecrolimus 1% cream) or Eucrisa ® ; *These agents may require prior authorization
6. Rinvoq is not prescribed concurrently with another biologic medication (e.g., Adbry ® , Dupixent ® ) or JAK inhibitors (e.g., Olumiant ® , Cibinqo ® , Opzelura ™ ) (see Section III: Diagnoses/Indications for which coverage is NOT authorized);
7. Dose does not exceed maximum dose* indicated in Section V. * Maximum dose escalation allowed per prescriber information with documentation of inadequate response."
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0015,15,166,167,## Approval duration: 6 months,nearby_context,## Approval duration: 6 months
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0016,16,168,175,## B. Axial Spondyloarthritis (must meet all):,matched:Abrilada;nearby_context,"## B. Axial Spondyloarthritis (must meet all):

1. Diagnosis of AS or nr-axSpA;
2. Request is for one of the following: Abrilada, adalimumab-aacf, adalimumab-aaty, adalimumab -adaz , adalimumab-adbm, adalimumab -bwwd, adalimumab-fkjp, adalimumab-ryvk, Amjevita, Avsola, Bimzelx, Cimzia, Cosentyx, Cyltezo, Enbrel, Hadlima, Hulio, Humira, Hyrimoz, Idacio, Inflectra, Remicade/unbranded Remicade , Renflexis, Rinvoq, Simlandi, Simponi, Simponi Aria , Taltz, Xeljanz, Xeljanz XR , Yuflyma, or Yusimry;
3. Prescribed by or in consultation with a rheumatologist;

<!-- image -->"
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0017,17,176,196,## CLINICAL POLICY Biologic DMARDs,matched:Abrilada;nearby_context,"## CLINICAL POLICY Biologic DMARDs

4. Age ≥ 18 years;
5. Failure of at least TWO non -steroidal anti -inflammatory drugs (NSAIDs) at up to maximally indicated doses, each used for at ≥ 4 weeks unless contraindicated or clinically significant adverse effects are experienced;
6. For nr -axSpA for Bimzelx, Cimzia or Taltz, member meets both of the following (a and b):
- a. Failure of Cosentyx used for ≥ 3 consecutive months, unless contraindicated or clinically significant adverse effects are experienced;
- b. If member has not responded or is intolerant to one or more TNF blockers, failure of Rinvoq, unless member has cardiovascular risk and benefits do not outweigh the risk of treatment;
7. For AS, one of the following (a, b, c, d, e, or f):
- a. For Bimzelx, Cimzia, Simponi , Simponi Aria, or Taltz: Member meets ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated (i, ii, and iii):
- i. One of the following (1 , 2, or 3 , s see Appendix D):
- 1) Failure of both of the following , each used for ≥ 3 consecutive months (a and b):
- a) ONE of the following adalimumab products: Humira , Cyltezo (NDC 0597 -0375 -97 , 0597 -0375 -23 , 0597 -0375 -16 , 0597 -0400 -89 , 0597 -0405 -80 , 0597 -0370 -82 , 0597 -0495 -40, 0597-0495-50, 0597-0495-60, 0597 -0485 -20), or Yuflyma (NDC 72606-030-09 , 72606 -030 -10 , 72606 -023 -04 , 72606 -023 -07 , 72606 -024 -01 , 72606 -030 -06);
- b) Enbrel;
- 2) If member has had a history of failure of one TNF blocker, then failure of ONE of the following TNF blockers used for ≥ 3 consecutive months: Enbrel, Humira, Cyltezo (NDC 0597-0375-97 , 0597 -0375 -23 , 0597 -0375 -16 , 0597 -0400 -89 , 0597 -0405 -80 , 0597 -0370 -82, 0597-0495-40, 0597 -0495 -50, 0597-0495-60, 0597-0485-20), or Yuflyma (NDC 72606030 -09 , 72606 -030 -10 , 72606 -023 -04 , 72606 -023 -07 , 72606 -024 -01 , 72606 -030 -06);
- 3) History of failure of two TNF blockers and request is not for another TNF blocker;
- ii. Failure of Cosentyx , used for ≥ 3 consecutive months;
- iii. If member has not responded or is intolerant to one or more TNF blockers , Xeljanz ® /Xeljanz XR ® and Rinvoq each used for ≥ 3 consecutive months, unless member has cardiovascular risk and benefits do not outweigh the risk of treatment;
- b. If request is for Abrilada, adalimumab-aacf, adalimumab-aaty, adalimumab-adaz, adalimumab -adbm, adalimumab -bwwd, adalimumab -fkjp, adalimumab-ryvk, Amjevita, Hadlima, Hulio, Hyrimoz, Idacio, Simlandi, or Yusimry , member must use ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated: Humira , Cyltezo (NDC 0597-0375-97 , 0597 -0375 -23 , 0597 -0375 -16 , 0597 -0400 -89 , 0597 -0405 -80 , 0597 -0370 -82 , 0597 -0495 -40, 0597-0495-50, 0597-0495-60, 0597-0485-20), and Yuflyma

<!-- image -->"
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0018,18,197,206,## CLINICAL POLICY Biologic DMARDs,nearby_context,"## CLINICAL POLICY Biologic DMARDs

<!-- image -->

- (NDC 72606-030-09 , 72606 -030 -10 , 72606 -023 -04 , 72606 -023 -07 , 72606 -024 -01 , 72606 -030 -06);
- c. For Remicade, member must use ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated (i, ii, and iii):
- i. Inflectra and Renflexis;
- ii. If member has failed Inflectra and Renflexis, then member must use Avsola;
- iii. If member has failed Inflectra , Renflexis, and Avsola, then member must use"
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0023,23,244,255,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,"## CLINICAL POLICY Y Biologic DMARDs

<!-- image -->

6. Member does not have combination use of biological disease-modifying antirheumatic drugs or JAK inhibitors (see Section III: Diagnoses/Indications for which coverage is NOT authorized);
7. Request meets one of the following (a or b):*
- a. Dose does not exceed 8 mg/kg per infusion every 2 weeks;
- b. Dose is supported by practice guidelines or peer-reviewed literature for the relevant offflabel use (prescriber must submit supporting evidence).
5. *Prescribed regimen must be FDA-approved or recommended by NCCN

Approval duration: 6 months"
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0024,24,256,268,## E. Crohn's Disease (must meet all):,matched:Abrilada,"## E. Crohn's Disease (must meet all):

1. Diagnosis of CD;
2. Request is for one of the following: Abrilada, adalimumab-aacf, adalimumab-aaty, adalimumab -adaz, adalimumab-adbm, adalimumab -bwwd, adalimumab-fkjp, adalimumab-ryvk, Amjevita, Avsola, Cyltezo, Cimzia, Entyvio, Hadlima, Hulio, Humira, Hyrimoz, Idacio, Imuldosa, Inflectra, Otulfi, Pyzchiva, Remicade/unbranded Remicade, Renflexis, Rinvoq, Selarsdi, Simlandi, Skyrizi, Stelara, Steqeyma, Tyruko, Tysabri, Wezlana, Yesintek, Yuflyma, Yusimry, or Zymfentra;
3. Prescribed by or in consultation with a gastroenterologist;
4. Member meets one of the following (a or b):
- a. For Abrilada, adalimumab -aacf, adalimumab -aaty, adalimumab-adaz, adalimumab-adbm, adalimumab-bwwd, adalimumab-fkjp, adalimumab-ryvk, Amjevita, Avsola, Cyltezo, Hadlima, Hulio, Humira, Hyrimoz, Idacio, Inflectra,Remicade/unbranded Remicade, Renflexis , Simlandi, Yuflyma, Yusimry: age ≥ 6 years;
- b. For Cimzia, Entyvio, Imuldosa, Otulfi, Pyzchiva, Rinvoq, Selarsdi, Skyrizi, Stelara, Steqeyma, Tyruko, Tysabri, Wezlana, Yesintek, Zymfentra: age ≥ 18 years;
5. If request is for Abrilada, adalimumab-aacf, adalimumab-aaty, adalimumab-adaz, adalimumab-adbm, adalimumab-bwwd, adalimumab-fkjp, adalimumab-ryvk, Amjevita, Hadlima, Hulio, Hyrimoz, Idacio, Simlandi, or Yusimry, member must use ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated: Humira, Cyltezo (NDC 0597-0375-97, 0597-0375-23, 05970375-16, 0597-0400-89, 0597-0405-80, 0597-0370-82, 0597-0495-40, 0597-0495-50, 0597-0495-60, 0597-0485-20), and Yuflyma (NDC 72606-030-09, 72606-030-10, 72606-023-04, 72606-023-07, 72606-024-01, 72606-030-06);
6. Member meets one of the following (a or b):
- a. Failure of a ≥ 3 consecutive month trial of at least ONE immunomodulator (e.g., azathioprine, 6-mercaptopurine [6-MP], methotrexate [MTX]) at up to maximally indicated doses, unless clinically significant adverse effects are experienced or all are contraindicated;
- b. Medical justification supports inability to use immunomodulators (see Appendix E);"
4,Abrilada,Abrilada,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0025,25,269,295,## CLINICAL POLICY Biologic DMARDs,nearby_context,"## CLINICAL POLICY Biologic DMARDs

<!-- image -->

7. For Cimzia, Entyvio , Tyruko, or Tysabri: Failure of ALL of the following, each used for ≥ 3 consecutive months, unless clinically significant adverse effects are experienced or all are contraindicated (a, b, and c, see Appendix D):
- a. ONE of the following adalimumab products , unless the member has had a history of failure of two TNF blockers and request is not for another TNF blocker: Humira, Cyltezo (NDC 0597-0375-97 , 0597 -0375 -23 , 0597 -0375 -16 , 0597 -0400 -89 , 0597 -0405 -80 , 0597 -0370 -82, 0597-0495-40, 0597-0495-50, 05970495 -60, 0597-0485-20), or Yuflyma (NDC 72606-030-09 , 72606 -030 -10 , 72606 -023 -04 , 72606 -023 -07 , 72606 -024 -01 , 72606 -030 -06);
- b. Skyrizi;
- c. Stelara;
8. For Imuldosa, Otulfi, Selarsdi, Steqeyma, Pyzchiva , Wezlana, or Yesintek: Member meets BOTH of the following, used for ≥ 3 consecutive months, unless clinically significant adverse effects are experienced or all are contraindicated (a and b):
- a. Must use Stelara;
- b. Failure of both of the following (i and ii):
- i. ONE of the following adalimumab products, unless the member has had a history of failure of two TNF blockers and request is not for another TNF blocker: Humira, Cyltezo (NDC 0597-0375-97 , 0597 -0375 -23 , 0597 -0375 -16 , 0597 -0400 -89 , 0597 -0405 -80 , 0597 -0370 -82, 0597-0495-40, 0597-049550, 0597-0495-60, 0597-0485-20), or Yuflyma (NDC 72606-030-09 , 72606 -030 -10 , 72606 -023 -04 , 72606 -023 -07 , 72606 -024 -01 , 72606 -030 -06);
- ii. Skyrizi;
9. For Skyrizi: Quantity does not exceed one single dose vial or pre-filled cartridge per dose;
10. For Remicade, member must use ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated (a, b, and c):
- a. Inflectra and Renflexis;
- b. If member has failed Inflectra and Renflexis, then member must use Avsola;
- c. If member has failed Inflectra, Renflexis, and Avsola, then member must use unbranded Remicade;
11. For unbranded Remicade, member must use ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated (a and b):
- a. Inflectra and Renflexis;
- b. If member has failed Inflectra and Renflexis, then member must use Avsola;
12. For Avsola, member must use BOTH of the following, unless clinically significant adverse effects are experienced or both are contraindicated: Inflectra and Renflexis;
13. For Zymfentra, provider attestation that member meets all of the following (a, b, and c , s see Appendix D):
- a. Has received three IV induction doses of an infliximab product prior to initiation;
- b. Member is responding positively to an IV infliximab product;
- c. Member is unable to receive continued therapy with IV infliximab due to lack of caregiver or support system for assistance with administration and/or inadequate access to healthcare facility or home care interventions and/or lack of transportation to healthcare facility;"
